cluster,variavel,media,mediana,desvio_padrao
0,total_veiculos,30.426395939086294,27.0,17.726116835531755
0,pct_autonomos,0.14513795513467756,0.15,0.0925991179352845
0,motorista_licenciado,0.8274111675126904,1.0,0.3788542050052509
0,classe_risco,1.9035532994923858,2.0,0.8117991881552776
0,sinistralidade_rc_declarada,0.1218274111675127,0.0,0.3279197118321186
0,sinistralidade_rcfv_declarada,0.16243654822335024,0.0,0.36979055335593664
0,valor_pago_historico,2316.330152284264,0.0,6570.035016585736
0,valor_sinistro_historico,2512.7219796954314,0.0,7095.423045197664
0,qt_cias_anteriores,0.12690355329949238,0.0,0.3337129645239922
0,tipo_sinistro_predominante,0.38071065989847713,0.0,1.0011388935719767
0,lmi_por_veiculo,56564.3334075174,55824.02631578947,13246.45647021003
0,premio_por_veiculo,1552.7828292011382,1564.85,389.4888886214006
0,qt_coberturas_ativas,6.878172588832487,7.0,0.8952144371202171
0,agravo_aplicado,0.0,0.0,0.0
0,desconto_aplicado,0.751269035532995,1.0,0.43337888606074104
0,referral_pendente,0.10152284263959391,0.0,0.3027892709258314
0,tempo_cotacao_emissao,5.411167512690355,6.0,2.8497184174109247
0,parcelas_com_juros,0.0,0.0,0.0
0,apolice_anterior,0.7106598984771574,1.0,0.45461137368937965
1,total_veiculos,84.93048128342247,84.0,36.322043445953064
1,pct_autonomos,0.6533607937169721,0.6714285714285714,0.14736032948193173
1,motorista_licenciado,0.1925133689839572,0.0,0.39533243610329166
1,classe_risco,4.502673796791444,5.0,0.5013351158613586
1,sinistralidade_rc_declarada,0.7112299465240641,1.0,0.45440743117491633
1,sinistralidade_rcfv_declarada,0.8823529411764706,1.0,0.32305468016376354
1,valor_pago_historico,757414.0183957219,674771.92,439464.46735319326
1,valor_sinistro_historico,889754.7213903744,826733.11,505646.8580259653
1,qt_cias_anteriores,1.9946524064171123,2.0,0.8197647590922378
1,tipo_sinistro_predominante,1.7807486631016043,2.0,0.8165317921997493
1,lmi_por_veiculo,27511.527986753288,27948.86076923077,7515.758548013202
1,premio_por_veiculo,3160.698517965718,3106.4563758389263,757.1572632635579
1,qt_coberturas_ativas,2.914438502673797,3.0,1.426762287098281
1,agravo_aplicado,0.6524064171122995,1.0,0.4774845440965314
1,desconto_aplicado,0.0,0.0,0.0
1,referral_pendente,0.12834224598930483,0.0,0.33536840676999446
1,tempo_cotacao_emissao,5.46524064171123,5.0,2.8872393185602823
1,parcelas_com_juros,0.5026737967914439,1.0,0.5013351158613587
1,apolice_anterior,0.44385026737967914,0.0,0.4981709978019629
2,total_veiculos,20.837962962962962,21.0,10.877185148806314
2,pct_autonomos,0.29483769806645654,0.3,0.11927476823755084
2,motorista_licenciado,0.4675925925925926,0.0,0.50010765421591
2,classe_risco,2.935185185185185,3.0,0.815810604424292
2,sinistralidade_rc_declarada,0.35648148148148145,0.0,0.48007231008597384
2,sinistralidade_rcfv_declarada,0.3611111111111111,0.0,0.48143841323312997
2,valor_pago_historico,7889.366712962963,0.0,25136.675662120146
2,valor_sinistro_historico,9589.229351851853,0.0,29474.53668956668
2,qt_cias_anteriores,0.27314814814814814,0.0,0.45690698895365384
2,tipo_sinistro_predominante,0.004629629629629629,0.0,0.06804138174397717
2,lmi_por_veiculo,33957.59731569506,32951.165166666666,8549.66345556521
2,premio_por_veiculo,2127.9922052873076,2143.869777777778,516.2984937189087
2,qt_coberturas_ativas,3.986111111111111,4.0,1.4546770333368948
2,agravo_aplicado,0.32407407407407407,0.0,0.4691150243974475
2,desconto_aplicado,0.0,0.0,0.0
2,referral_pendente,1.0,1.0,0.0
2,tempo_cotacao_emissao,49.916666666666664,47.5,22.521359370761285
2,parcelas_com_juros,0.6851851851851852,1.0,0.4655209264778574
2,apolice_anterior,0.0,0.0,0.0
